s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_PRODUCTS,MLR_WATER VAPOR
 8.1003494E+001, 1.4066741E+001,-4.0814994E+000,-6.5746124E-002,-4.6533199E+000, 3.9564669E-004, 0.0000000E+000, 0.0000000E+000, 4.9742519E+000, 5.2665717E+000, 0.0000000E+000, 6.7029890E-004, 0.0000000E+000, 0.0000000E+000
 8.1604286E+001, 1.4084009E+001,-4.1012245E+000,-6.7467391E-002,-4.6994649E+000, 3.9524820E-004, 0.0000000E+000, 0.0000000E+000, 4.9770081E+000, 5.2162474E+000, 0.0000000E+000, 6.7138538E-004, 0.0000000E+000, 0.0000000E+000
 8.2207573E+001, 1.4081539E+001,-4.1085753E+000,-6.6509835E-002,-4.7333191E+000, 3.9339207E-004, 0.0000000E+000, 0.0000000E+000, 4.8167435E+000, 5.1735284E+000, 0.0000000E+000, 6.7247397E-004, 0.0000000E+000, 0.0000000E+000
 8.2807045E+001, 1.4159066E+001,-4.1424671E+000,-6.7971131E-002,-4.7733804E+000, 3.9431054E-004, 0.0000000E+000, 0.0000000E+000, 4.8539796E+000, 5.1756414E+000, 0.0000000E+000, 6.7356321E-004, 0.0000000E+000, 0.0000000E+000
 8.3403595E+001, 1.4109721E+001,-4.1443804E+000,-6.8392219E-002,-4.8113866E+000, 3.9305721E-004, 0.0000000E+000, 0.0000000E+000, 4.7318651E+000, 5.0859545E+000, 0.0000000E+000, 6.7464642E-004, 0.0000000E+000, 0.0000000E+000
 8.4004074E+001, 1.4197891E+001,-4.1686512E+000,-6.8880525E-002,-4.8298205E+000, 3.9407714E-004, 0.0000000E+000, 0.0000000E+000, 4.7837088E+000, 5.1309326E+000, 0.0000000E+000, 6.7572496E-004, 0.0000000E+000, 0.0000000E+000
 8.4606430E+001, 1.4224701E+001,-4.1957039E+000,-6.9858871E-002,-4.8635690E+000, 3.9659008E-004, 0.0000000E+000, 0.0000000E+000, 4.8024150E+000, 5.0959656E+000, 0.0000000E+000, 6.7681513E-004, 0.0000000E+000, 0.0000000E+000
 8.5200943E+001, 1.4187170E+001,-4.1892000E+000,-6.9850132E-002,-4.8894226E+000, 3.9778639E-004, 0.0000000E+000, 0.0000000E+000, 4.8061414E+000, 5.0390953E+000, 0.0000000E+000, 6.7789510E-004, 0.0000000E+000, 0.0000000E+000
 8.5804207E+001, 1.4237698E+001,-4.2110148E+000,-6.9934105E-002,-4.9021106E+000, 3.9932801E-004, 0.0000000E+000, 0.0000000E+000, 4.7448243E+000, 5.0550383E+000, 0.0000000E+000, 6.7897838E-004, 0.0000000E+000, 0.0000000E+000
 8.6405563E+001, 1.4257371E+001,-4.2304771E+000,-7.0209362E-002,-4.9446480E+000, 3.9973892E-004, 0.0000000E+000, 0.0000000E+000, 4.7424333E+000, 5.0124363E+000, 0.0000000E+000, 6.8006813E-004, 0.0000000E+000, 0.0000000E+000
 8.7002060E+001, 1.4302168E+001,-4.2527623E+000,-7.0633592E-002,-4.9970315E+000, 3.9177990E-004, 0.0000000E+000, 0.0000000E+000, 4.6519361E+000, 4.9821326E+000, 0.0000000E+000, 6.8115042E-004, 0.0000000E+000, 0.0000000E+000
 8.7606201E+001, 1.4295874E+001,-4.2531751E+000,-7.1047660E-002,-4.9514977E+000, 3.9455512E-004, 0.0000000E+000, 0.0000000E+000, 4.7983461E+000, 5.0205480E+000, 0.0000000E+000, 6.8223372E-004, 0.0000000E+000, 0.0000000E+000
 8.8205048E+001, 1.4315780E+001,-4.2728951E+000,-7.2489625E-002,-4.9123960E+000, 3.9814199E-004, 0.0000000E+000, 0.0000000E+000, 4.8485439E+000, 5.0583974E+000, 0.0000000E+000, 6.8332592E-004, 0.0000000E+000, 0.0000000E+000
 8.8805283E+001, 1.4347853E+001,-4.2875969E+000,-7.3716602E-002,-4.9082700E+000, 3.9751971E-004, 0.0000000E+000, 0.0000000E+000, 4.8295177E+000, 5.0786672E+000, 0.0000000E+000, 6.8440767E-004, 0.0000000E+000, 0.0000000E+000
 8.9401039E+001, 1.4401165E+001,-4.3132455E+000,-7.6308237E-002,-4.9266489E+000, 4.0175544E-004, 0.0000000E+000, 0.0000000E+000, 4.8817172E+000, 5.0853642E+000, 0.0000000E+000, 6.8549036E-004, 0.0000000E+000, 0.0000000E+000
 9.0000481E+001, 1.4406227E+001,-4.3208650E+000,-7.9292743E-002,-4.9722974E+000, 4.0285709E-004, 0.0000000E+000, 0.0000000E+000, 4.7972804E+000, 5.0341749E+000, 0.0000000E+000, 6.8657173E-004, 0.0000000E+000, 0.0000000E+000
